ID,name,position,age,nationality,current_club,matches_played
f2165,Iván Sánchez,"MF,FW",32,es ESP,Valladolid,20
f2166,Javi Sánchez,DF,27,es ESP,Valladolid,17
f2167,Juanlu Sánchez,"MF,DF",21,es ESP,Sevilla,18
f2168,Manu Sánchez,DF,24,es ESP,Alavés,19
f2169,Robert Sánchez,GK,27,es ESP,Chelsea,21
f2170,Jadon Sancho,FW,24,eng ENG,Chelsea,19
f2171,Philipp Sander,MF,26,de GER,Gladbach,19
f2172,James Sands,"MF,DF",24,us USA,St. Pauli,6
f2173,Leroy Sané,FW,29,de GER,Bayern Munich,17
f2174,Arouna Sangante,DF,22,sn SEN,Le Havre,9
f2175,Ibrahim Sangaré,MF,27,ci CIV,Nott'ham Forest,4
f2176,Nhoa Sangui,"DF,MF",18,fr FRA,Reims,18
f2177,Maroan Sannadi,FW,24,es ESP,Athletic Club,1
f2178,Kaishu Sano,MF,24,jp JPN,Mainz 05,21
f2179,Nicola Sansone,"MF,FW",33,it ITA,Lecce,5
f2180,Baptiste Santamaria,MF,29,fr FRA,Nice,3
f2181,Baptiste Santamaria,MF,29,fr FRA,Rennes,10
f2182,Jesús Santiago,MF,20,es ESP,Getafe,15
f2183,Andrey Santos,MF,20,br BRA,Strasbourg,20
f2184,Kauã Santos,GK,21,br BRA,Eint Frankfurt,5
f2185,Tiago Santos,DF,22,pt POR,Lille,7
f2186,Pablo Sarabia,"MF,FW",32,es ESP,Wolves,10
f2187,Jeremy Sarmiento,MF,22,ec ECU,Brighton,1
f2188,Amin Sarr,FW,23,se SWE,Hellas Verona,18
f2189,Ismaila Sarr,"MF,FW",26,sn SEN,Crystal Palace,24
f2190,Malang Sarr,DF,26,fr FRA,Lens,9
f2191,Mamadou Sarr,DF,19,fr FRA,Strasbourg,15
f2192,Martin Satriano,"FW,DF",23,uy URU,Lens,4
f2193,Razvan Sava,GK,22,ro ROU,Udinese,10
f2194,Téji Savanier,MF,33,fr FRA,Montpellier,19
f2195,Sávio,"FW,MF",20,br BRA,Manchester City,19
f2196,Nicolò Savona,DF,21,it ITA,Juventus,21
f2197,Saba Sazonov,DF,23,ge GEO,Torino,1
f2198,Joe Scally,DF,22,us USA,Gladbach,20
f2199,Giorgio Scalvini,DF,21,it ITA,Atalanta,6
f2200,Gianluca Scamacca,FW,26,it ITA,Atalanta,1
f2201,Oliver Scarles,DF,19,eng ENG,West Ham,6
f2202,Dane Scarlett,FW,20,eng ENG,Tottenham,1
f2203,Kevin Schade,FW,23,de GER,Brentford,24
f2204,András Schäfer,MF,25,hu HUN,Union Berlin,15
f2205,Fabian Schär,DF,33,ch SUI,Newcastle Utd,20
f2206,Patrik Schick,FW,29,cz CZE,Leverkusen,18
f2207,Stefan Schimmer,"FW,MF",30,de GER,Heidenheim,9
f2208,Joël Schingtienne,DF,22,be BEL,Venezia,4
f2209,Xaver Schlager,MF,27,at AUT,RB Leipzig,4
f2210,Keven Schlotterbeck,DF,27,de GER,Augsburg,15
f2211,Nico Schlotterbeck,DF,25,de GER,Dortmund,17
f2212,Jeffrey Schlupp,"MF,DF",32,gh GHA,Crystal Palace,12
f2213,Romano Schmid,MF,25,at AUT,Werder Bremen,20
f2214,Niklas Schmidt,MF,26,de GER,Toulouse,9
f2215,Jan Schöppner,MF,25,de GER,Heidenheim,21
f2216,Marvin Schulz,"DF,MF",30,de GER,Holstein Kiel,8
f2217,Alexander Schwolow,GK,32,de GER,Union Berlin,5
f2218,Léo Scienza,"FW,MF",26,br BRA,Heidenheim,18
f2219,Alex Scott,MF,21,eng ENG,Bournemouth,8
f2220,Simone Scuffet,GK,28,it ITA,Cagliari,13
f2221,Jérémy Sebas,"FW,MF",21,mq MTQ,Strasbourg,13
f2222,Aleksandar Sedlar,DF,33,rs SRB,Alavés,7
f2223,Jacopo Seghetti,GK,19,it ITA,Empoli,1
f2224,Alidu Seidu,DF,24,gh GHA,Rennes,11
f2225,Nicolas Seiwald,"DF,MF",23,at AUT,RB Leipzig,18
f2226,Hiroki Sekine,"DF,FW",22,jp JPN,Reims,2
f2227,Matz Sels,GK,32,be BEL,Nott'ham Forest,24
f2228,Nélson Semedo,DF,31,pt POR,Wolves,20
f2229,Antoine Semenyo,FW,25,gh GHA,Bournemouth,23
f2230,Marvin Senaya,DF,24,tg TOG,Strasbourg,10
f2231,Marcos Senesi,DF,27,ar ARG,Bournemouth,11
f2232,Stefano Sensi,MF,29,it ITA,Monza,8
f2233,Suat Serdar,MF,27,de GER,Hellas Verona,14
f2234,Sergi,DF,32,es ESP,Leganés,22
f2235,Nicolás Serrano,FW,21,es ESP,Athletic Club,4
f2236,Benjamin Šeško,"FW,MF",21,si SVN,RB Leipzig,21
f2237,Ryan Sessegnon,"MF,FW",24,eng ENG,Fulham,3
f2238,Stephan El Shaarawy,"DF,MF",32,it ITA,Roma,20
f2239,Luke Shaw,DF,29,eng ENG,Manchester Utd,2
f2240,Alen Sherri,GK,27,al ALB,Cagliari,6
f2241,Eldor Shomurodov,"FW,MF",29,uz UZB,Roma,13
f2242,Djibril Sidibé,DF,32,fr FRA,Toulouse,15
f2243,Armindo Sieb,"FW,MF",21,de GER,Mainz 05,20
f2244,Vincent Sierro,MF,29,ch SUI,Toulouse,16
f2245,Tim Siersleben,DF,24,de GER,Heidenheim,5
f2246,Zain Silcott-Duberry,FW,19,ms MSR,Bournemouth,1
f2247,Kiliann Sildillia,"DF,FW",22,fr FRA,Freiburg,10
f2248,André Silva,FW,29,pt POR,Werder Bremen,1
f2249,André Silva,"FW,MF",29,pt POR,RB Leipzig,8
f2250,Bernardo Silva,"MF,FW",30,pt POR,Manchester City,23
f2251,Caio Henrique Oliveira Silva,DF,27,br BRA,Monaco,14
f2252,Fábio Silva,FW,22,pt POR,Las Palmas,17
f2253,Jota Silva,"FW,MF",25,pt POR,Nott'ham Forest,23
f2254,Eric da Silva Moreira,"MF,DF",18,de GER,Nott'ham Forest,2
f2255,Rui Silva,GK,31,pt POR,Betis,15
f2256,Abdallah Sima,FW,23,sn SEN,Brest,17
f2257,Mohamed Simakan,DF,24,fr FRA,RB Leipzig,1
f2258,Giovanni Simeone,FW,29,ar ARG,Napoli,21
f2259,Giuliano Simeone,"MF,DF",22,ar ARG,Atlético Madrid,18
f2260,Moses Simon,"FW,MF",29,ng NGA,Nantes,19
f2261,Unai Simón,GK,27,es ESP,Athletic Club,6
f2262,Xavi Simons,MF,21,nl NED,RB Leipzig,14
f2263,Jahmai Simpson-Pusey,DF,19,eng ENG,Manchester City,2
f2264,Danel Sinani,"FW,MF",27,lu LUX,St. Pauli,14
f2265,Lassine Sinayoko,"FW,MF",25,ml MLI,Auxerre,22
f2266,Wilfried Singo,DF,24,ci CIV,Monaco,16
f2267,Luis Sinisterra,"FW,MF",25,co COL,Bournemouth,8
f2268,Daley Sinkgraven,DF,29,nl NED,Las Palmas,2
f2269,Jailson Siqueira,"DF,MF",29,br BRA,Celta Vigo,7
f2270,Ibrahim Sissoko,FW,29,ml MLI,Saint-Étienne,16
f2271,Ibrahima Sissoko,MF,27,ml MLI,Bochum,20
f2272,Niama Sissoko,"FW,MF",19,ml MLI,Reims,4
f2273,Antonio Sivera,GK,28,es ESP,Alavés,19
f2274,Tim Skarke,"FW,MF",28,de GER,Union Berlin,20
f2275,Ellyes Skhiri,MF,29,tn TUN,Eint Frankfurt,19
f2276,Oliver Skipp,MF,24,eng ENG,Leicester City,15
f2277,Leo Skiri Østigård,DF,25,no NOR,Rennes,16
f2278,Leo Skiri Østigård,DF,25,no NOR,Hoffenheim,1
f2279,Łukasz Skorupski,GK,33,pl POL,Bologna,17
f2280,Andreas Skov Olsen,"MF,DF",25,dk DEN,Wolfsburg,2
f2281,Robert Skov,"DF,MF",28,dk DEN,Union Berlin,14
f2282,Milan Škriniar,DF,30,sk SVK,Paris S-G,5
f2283,Steven Skrzybski,"FW,MF",32,de GER,Holstein Kiel,13
f2284,Naatan Skyttä,FW,22,fi FIN,Toulouse,1
f2285,William Smallbone,MF,24,ie IRL,Southampton,8
f2286,Adam Smith,DF,33,eng ENG,Bournemouth,17
f2287,Eric Smith,DF,28,se SWE,St. Pauli,19
f2288,Justin Smith,MF,22,ca CAN,Espanyol,5
f2289,Emile Smith Rowe,MF,24,eng ENG,Fulham,22
f2290,Ivan Smolčić,DF,24,hr CRO,Como,1
f2291,Eduard Sobol,DF,29,ua UKR,Strasbourg,5
f2292,Simon Sohm,MF,23,ch SUI,Parma,24
f2293,Alex Sola,"MF,FW",25,es ESP,Getafe,19
f2294,Dominic Solanke,FW,27,eng ENG,Tottenham,18
f2295,Ola Solbakken,"MF,FW",26,no NOR,Empoli,14
f2296,Carlos Soler,"MF,FW",28,es ESP,West Ham,19
f2297,Oumar Solet,DF,25,fr FRA,Udinese,5
f2298,Jhon Solis,MF,20,co COL,Girona,12
f2299,Yann Sommer,GK,36,ch SUI,Inter,24
f2300,David Soria,GK,31,es ESP,Getafe,24
f2301,Juan Soriano,GK,27,es ESP,Leganés,6
f2302,Borna Sosa,DF,27,hr CRO,Torino,19
f2303,Ramón Sosa,"FW,MF",25,py PAR,Nott'ham Forest,14
f2304,Hugo Sotelo,MF,21,es ESP,Celta Vigo,15
f2305,Florian Sotoca,"FW,MF",34,fr FRA,Lens,19
f2306,Riccardo Sottil,"FW,MF",25,it ITA,Fiorentina,18
f2307,Tomáš Souček,MF,29,cz CZE,West Ham,22
f2308,Matìas Soulé,"MF,FW",21,ar ARG,Roma,13
f2309,Boubakary Soumaré,MF,25,fr FRA,Leicester City,17
f2310,Issa Soumaré,"MF,FW",24,sn SEN,Le Havre,16
f2311,Djibril Sow,MF,28,ch SUI,Sevilla,18
f2312,Saidou Sow,DF,22,gn GUI,Strasbourg,12
f2313,Saidou Sow,DF,22,gn GUI,Nantes,3
f2314,Djed Spence,DF,24,eng ENG,Tottenham,11
f2315,Leonardo Spinazzola,"DF,FW",31,it ITA,Napoli,16
f2316,Anton Stach,"DF,MF",26,de GER,Hoffenheim,18
f2317,Jens Stage,MF,28,dk DEN,Werder Bremen,16
f2318,Josip Stanišić,DF,24,hr CRO,Bayern Munich,2
f2319,Filip Stankovic,GK,22,rs SRB,Venezia,16
f2320,Jay Stansfield,MF,22,eng ENG,Fulham,1
f2321,Carl Starfelt,DF,29,se SWE,Celta Vigo,20
f2322,Niklas Stark,DF,29,de GER,Werder Bremen,15
f2323,Lucas Stassin,FW,20,be BEL,Saint-Étienne,18
f2324,Jason Steele,GK,34,eng ENG,Brighton,2
f2325,Orri Steinn Óskarsson,FW,20,is ISL,Real Sociedad,16
f2326,Pascal Stenzel,DF,28,de GER,Stuttgart,4
f2327,Jack Stephens,DF,31,eng ENG,Southampton,11
f2328,Leonidas Stergiou,DF,22,ch SUI,Stuttgart,6
f2329,Raheem Sterling,"FW,MF",30,eng ENG,Arsenal,9
f2330,Enzo Sternal,"FW,MF",17,fr FRA,Marseille,2
f2331,Finley Stevens,DF,21,wls WAL,St. Pauli,1
f2332,Ross Stewart,"FW,MF",28,sct SCO,Southampton,4
f2333,Angelo Stiller,MF,23,de GER,Stuttgart,21
f2334,Kevin Stöger,"MF,FW",31,at AUT,Gladbach,20
f2335,Stoichkov,"MF,FW",31,es ESP,Alavés,16
f2336,Petar Stojanović,MF,29,si SVN,Empoli,1
f2337,Jakub Stolarczyk,GK,24,pl POL,Leicester City,6
f2338,John Stones,"DF,MF",30,eng ENG,Manchester City,10
f2339,Jørgen Strand Larsen,FW,25,no NOR,Wolves,23
f2340,Gabriel Strefezza,"FW,MF",27,br BRA,Como,23
f2341,Cristhian Stuani,FW,38,uy URU,Girona,19
f2342,Álex Suárez,DF,31,es ESP,Las Palmas,20
f2343,Denis Suárez,MF,31,es ESP,Villarreal,12
f2344,Gabriel Suazo,DF,27,cl CHI,Toulouse,19
f2345,Luka Sučić,MF,22,hr CRO,Real Sociedad,18
f2346,Yukinari Sugawara,DF,24,jp JPN,Southampton,21
f2347,Niklas Süle,DF,29,de GER,Dortmund,7
f2348,Ibrahim Sulemana,MF,21,gh GHA,Atalanta,4
f2349,Kamaldeen Sulemana,"FW,MF",23,gh GHA,Southampton,12
f2350,Crysencio Summerville,"FW,MF",23,nl NED,West Ham,19
f2351,Tomáš Suslov,"MF,FW",22,sk SVK,Hellas Verona,21
f2352,Suso,"FW,MF",31,es ESP,Sevilla,7
f2353,Zion Suzuki,GK,22,jp JPN,Parma,23
f2354,Mattias Svanberg,MF,26,se SWE,Wolfsburg,14
f2355,Daniel Svensson,DF,23,se SWE,Dortmund,1
f2356,Marin Šverko,DF,27,hr CRO,Venezia,15
f2357,Mile Svilar,GK,25,rs SRB,Roma,24
f2358,Michael Svoboda,DF,26,at AUT,Venezia,16
f2359,Williot Swedberg,"FW,MF",21,se SWE,Celta Vigo,21
f2360,Abakar Sylla,DF,22,ci CIV,Strasbourg,13
f2361,Issiaga Sylla,DF,31,gn GUI,Montpellier,15
f2362,Mamadou Sylla,"FW,MF",30,sn SEN,Valladolid,16
f2363,Wojciech Szczęsny,GK,34,pl POL,Barcelona,3
f2364,Sammie Szmodics,"FW,MF",29,ie IRL,Ipswich Town,18
f2365,Dominik Szoboszlai,MF,24,hu HUN,Liverpool,22
f2366,Alexander Sørloth,FW,29,no NOR,Atlético Madrid,20
f2367,Musa Al-Taamari,"FW,MF",27,jo JOR,Montpellier,15
f2368,Musa Al-Taamari,"MF,FW",27,jo JOR,Rennes,1
f2369,Haris Tabakovic,"FW,MF",30,ba BIH,Hoffenheim,11
f2370,Nicolás Tagliafico,DF,32,ar ARG,Lyon,13
f2371,Jonathan Tah,DF,29,de GER,Leverkusen,20
f2372,Adrien Tameze,"MF,DF",31,cm CMR,Torino,16
f2373,Renato Tapia,"MF,DF",29,pe PER,Leganés,20
f2374,Edmond Tapsoba,DF,26,bf BFA,Leverkusen,20
f2375,Florian Tardieu,MF,32,fr FRA,Saint-Étienne,11
f2376,Mehdi Taremi,FW,32,ir IRN,Inter,18
f2377,Matt Targett,DF,29,eng ENG,Newcastle Utd,1
f2378,Oussama Targhalline,MF,22,ma MAR,Le Havre,14
f2379,James Tarkowski,DF,32,eng ENG,Everton,24
f2380,César Tárrega,DF,22,es ESP,Valencia,20
f2381,Nuno Tavares,DF,25,pt POR,Lazio,17
f2382,Marcus Tavernier,"FW,MF",25,eng ENG,Bournemouth,17
f2383,Charlie Taylor,DF,31,eng ENG,Southampton,7
f2384,Jack Taylor,MF,26,ie IRL,Ipswich Town,18
f2385,Loum Tchaouna,"FW,MF",21,fr FRA,Lazio,16
f2386,Jackson Tchatchoua,"DF,MF",23,cm CMR,Hellas Verona,22
f2387,Enzo Tchato,DF,22,cm CMR,Montpellier,21
f2388,Aurélien Tchouaméni,"DF,MF",25,fr FRA,Real Madrid,18
f2389,Álvaro Tejero,"MF,DF",28,es ESP,Espanyol,21
f2390,Martín Tejón,"MF,DF",20,es ESP,Valencia,4
f2391,Mathys Tel,"FW,MF",19,fr FRA,Bayern Munich,8
f2392,Nathan Tella,"MF,FW",25,ng NGA,Leverkusen,17
f2393,Nahuel Tenaglia,DF,28,ar ARG,Alavés,20
f2394,Casper Tengstedt,FW,24,dk DEN,Hellas Verona,20
f2395,Marc-André ter Stegen,GK,32,de GER,Barcelona,6
f2396,Filippo Terracciano,"DF,MF",22,it ITA,Milan,9
f2397,Pietro Terracciano,GK,34,it ITA,Fiorentina,3
f2398,Ramón Terrats,"MF,FW",24,es ESP,Villarreal,11
f2399,Ramón Terrats,MF,24,es ESP,Getafe,2
f2400,Martin Terrier,"MF,FW",27,fr FRA,Leverkusen,15
f2401,Tanner Tessmann,MF,23,us USA,Lyon,12
f2402,Kenny Tete,DF,29,nl NED,Fulham,15
f2403,Teddy Teuma,MF,31,mt MLT,Reims,13
f2404,Jordan Teze,DF,25,nl NED,Monaco,12
f2405,Florian Thauvin,"FW,MF",32,fr FRA,Udinese,21
f2406,Arthur Theate,DF,24,be BEL,Eint Frankfurt,20
f2407,Norman Theuerkauf,MF,38,de GER,Heidenheim,1
f2408,Thiago,FW,23,br BRA,Brentford,4
f2409,Malick Thiaw,DF,23,de GER,Milan,14
f2410,Denis Thomalla,MF,32,de GER,Heidenheim,1
f2411,Luke Thomas,DF,23,eng ENG,Leicester City,2
f2412,Sorba Thomas,"FW,MF",25,wls WAL,Nantes,16
f2413,Adrien Thomasson,MF,31,fr FRA,Lens,21
f2414,Morten Thorsby,MF,28,no NOR,Genoa,23
f2415,Khéphren Thuram,MF,23,fr FRA,Juventus,22
f2416,Marcus Thuram,FW,27,fr FRA,Inter,24
f2417,Youri Tielemans,MF,27,be BEL,Aston Villa,24
f2418,Kieran Tierney,"FW,DF",27,sct SCO,Arsenal,2
f2419,Phillip Tietz,FW,27,de GER,Augsburg,22
f2420,Jurriën Timber,DF,23,nl NED,Arsenal,21
f2421,Jean-Clair Todibo,DF,25,fr FRA,West Ham,15
f2422,Harry Toffolo,DF,29,eng ENG,Nott'ham Forest,3
f2423,Umut Tohumcu,MF,20,de GER,Hoffenheim,8
f2424,Corentin Tolisso,MF,30,fr FRA,Lyon,20
f2425,John Tolkin,"DF,FW",22,us USA,Holstein Kiel,3
f2426,Rafael Tolói,DF,34,it ITA,Atalanta,5
f2427,Tiago Tomás,"FW,MF",22,pt POR,Wolfsburg,20
f2428,Takehiro Tomiyasu,DF,26,jp JPN,Arsenal,1
f2429,Fikayo Tomori,DF,27,eng ENG,Milan,14
f2430,Sandro Tonali,MF,24,it ITA,Newcastle Utd,22
f2431,Pablo Torre,"MF,FW",21,es ESP,Barcelona,8
f2432,David Torres,DF,21,es ESP,Valladolid,14
f2433,Ferrán Torres,"FW,MF",24,es ESP,Barcelona,16
f2434,Pau Torres,DF,28,es ESP,Aston Villa,18
f2435,Lucas Torró,MF,30,es ESP,Osasuna,21
f2436,Lorenzo Tosto,DF,19,it ITA,Empoli,1
f2437,Abdoulaye Touré,MF,30,gn GUI,Le Havre,16
f2438,Bazoumana Touré,MF,18,ci CIV,Hoffenheim,1
f2439,Birama Touré,"MF,DF",32,ml MLI,Montpellier,8
f2440,Ousmane Toure,DF,19,fr FRA,Lille,1
f2441,Souleymane Touré,DF,21,fr FRA,Udinese,12
f2442,Lucas Tousart,MF,27,fr FRA,Union Berlin,7
f2443,Conor Townsend,"DF,MF",31,eng ENG,Ipswich Town,2
f2444,Adama Traoré,FW,29,es ESP,Fulham,23
f2445,Hamari Traoré,DF,33,ml MLI,Real Sociedad,4
f2446,Omar Traoré,"DF,FW",27,de GER,Heidenheim,18
f2447,Kevin Trapp,GK,34,de GER,Eint Frankfurt,17
f2448,Mark Travers,GK,25,ie IRL,Bournemouth,5
f2449,Óscar Trejo,"MF,FW",36,ar ARG,Rayo Vallecano,9
f2450,Philipp Treu,"MF,DF",24,de GER,St. Pauli,20
f2451,Ryan Trevitt,MF,21,eng ENG,Brentford,1
f2452,Christopher Trimmel,"DF,MF",37,at AUT,Union Berlin,16
f2453,Kieran Trippier,DF,34,eng ENG,Newcastle Utd,14
f2454,Leandro Trossard,FW,30,be BEL,Arsenal,24
f2455,Adrien Truffert,"DF,MF",23,fr FRA,Rennes,20
f2456,Kostas Tsimikas,DF,28,gr GRE,Liverpool,11
f2457,Viktor Tsyhankov,"FW,MF",27,ua UKR,Girona,13
f2458,Axel Tuanzebe,DF,27,cd COD,Ipswich Town,12
f2459,Stefano Turati,GK,23,it ITA,Monza,20
f2460,Beñat Turrientes,MF,23,es ESP,Real Sociedad,13
f2461,Tuta,"DF,MF",25,br BRA,Eint Frankfurt,19
f2462,Chrisantus Uche,"FW,MF",21,ng NGA,Getafe,24
f2463,Destiny Udogie,DF,22,it ITA,Tottenham,18
f2464,Manuel Ugarte Ribeiro,MF,23,uy URU,Manchester Utd,18
f2465,Lesley Ugochukwu,MF,20,fr FRA,Southampton,14
f2466,Lukas Ullrich,DF,20,de GER,Gladbach,13
f2467,Sven Ulreich,GK,36,de GER,Bayern Munich,1
f2468,Enes Ünal,"FW,MF",27,tr TUR,Bournemouth,17
f2469,Deniz Undav,"FW,MF",28,de GER,Stuttgart,15
f2470,Naci Ünüvar,"MF,DF",21,nl NED,Espanyol,2
f2471,Dayot Upamecano,DF,26,fr FRA,Bayern Munich,18
f2472,Kacper Urbanski,MF,20,pl POL,Bologna,7
f2473,Kacper Urbanski,MF,20,pl POL,Monza,3
f2474,Can Uzun,"MF,FW",19,tr TUR,Eint Frankfurt,14
f2475,Josha Vagnoman,"DF,MF",24,de GER,Stuttgart,19
f2476,Lautaro Valenti,DF,26,ar ARG,Parma,8
f2477,Óscar Valentín,MF,30,es ESP,Rayo Vallecano,23
f2478,Nicolás Valentini,DF,23,ar ARG,Hellas Verona,1
f2479,Germán Valera,MF,22,es ESP,Valencia,8
f2480,Emanuele Valeri,DF,26,it ITA,Parma,21
f2481,Martin Valjent,DF,29,sk SVK,Mallorca,18
f2482,Álex Valle,DF,20,es ESP,Como,2
f2483,Jesús Vallejo,DF,28,es ESP,Real Madrid,1
f2484,Mattia Valoti,MF,31,it ITA,Monza,5
f2485,Federico Valverde,"MF,DF",26,uy URU,Real Madrid,23
f2486,Ignace Van Der Brempt,DF,22,be BEL,Como,14
f2487,Siebe Van Der Heyden,"DF,MF",26,be BEL,Mallorca,2
f2488,Siebe Van Der Heyden,MF,26,be BEL,St. Pauli,2
f2489,Virgil van Dijk,DF,33,nl NED,Liverpool,24
f2490,Vanderson,DF,23,br BRA,Monaco,17
f2491,Maarten Vandevoordt,GK,22,be BEL,RB Leipzig,2
f2492,Jamie Vardy,FW,38,eng ENG,Leicester City,22
f2493,Ruben Vargas,FW,26,ch SUI,Sevilla,5
f2494,Ruben Vargas,"MF,FW",26,ch SUI,Augsburg,8
f2495,Nikola Vasilj,GK,29,ba BIH,St. Pauli,21
f2496,Devis Vásquez,GK,26,co COL,Empoli,23
f2497,Johan Vásquez,DF,26,mx MEX,Genoa,23
f2498,Denis Vavro,DF,28,sk SVK,Wolfsburg,17
f2499,José Luis García Vayá,MF,26,es ESP,Valencia,20
f2500,Robinio Vaz,FW,17,fr FRA,Marseille,2
f2501,Jesus Vazquez,DF,22,es ESP,Valencia,13
f2502,Lucas Vázquez,DF,33,es ESP,Real Madrid,19
f2503,Matías Vecino,MF,33,uy URU,Lazio,10
f2504,Renato Veiga,"DF,MF",21,pt POR,Chelsea,7
f2505,Renato Veiga,DF,21,pt POR,Juventus,2
f2506,Alejo Véliz,FW,21,ar ARG,Espanyol,19
f2507,Miloš Veljković,DF,29,rs SRB,Werder Bremen,10
f2508,Joël Veltman,DF,33,nl NED,Brighton,19
f2509,Micky van de Ven,DF,23,nl NED,Tottenham,9
f2510,Lorenzo Venturino,FW,18,it ITA,Genoa,1
f2511,Nikolas Veratschnig,"DF,FW",22,at AUT,Mainz 05,7
f2512,Bart Verbruggen,GK,22,nl NED,Brighton,23
f2513,Simone Verdi,"MF,FW",32,it ITA,Como,9
f2514,Jordan Veretout,MF,31,fr FRA,Lyon,17
f2515,Arthur Vermeeren,MF,20,be BEL,RB Leipzig,18
f2516,Yorbe Vertessen,"MF,FW",24,be BEL,Union Berlin,17
f2517,Mikel Vesga,MF,31,es ESP,Athletic Club,16
f2518,Jannik Vestergaard,DF,32,dk DEN,Leicester City,16
f2519,Ben Viadere,MF,19,fr FRA,Auxerre,1
f2520,Guglielmo Vicario,GK,28,it ITA,Tottenham,12
f2521,Carlos Vicente,"FW,MF",25,es ESP,Alavés,22
f2522,Pau Victor Delgado,FW,23,es ESP,Barcelona,15
f2523,Nacho Vidal,DF,30,es ESP,Osasuna,5
f2524,Gabriel Vidovic,MF,21,hr CRO,Mainz 05,1
f2525,Fran Vieites,GK,25,es ESP,Betis,4
f2526,Samuele Vignato,MF,20,it ITA,Monza,12
f2527,Asier Villalibre,FW,27,es ESP,Alavés,11
f2528,Iván Villar,GK,27,es ESP,Celta Vigo,4
f2529,Carlos Vinícius,MF,29,br BRA,Fulham,1
f2530,Nicolas Viola,"FW,MF",35,it ITA,Cagliari,17
f2531,Viti,DF,27,es ESP,Las Palmas,16
f2532,Mattia Viti,DF,23,it ITA,Empoli,21
f2533,Vitinha,"FW,MF",24,pt POR,Genoa,17
f2534,Vitinha,MF,25,pt POR,Paris S-G,18
f2535,Daniel Vivian,DF,25,es ESP,Athletic Club,20
f2536,Dušan Vlahović,FW,25,rs SRB,Juventus,19
f2537,Vanja Vlahović,"MF,FW",20,rs SRB,Atalanta,2
f2538,Nikola Vlašić,"MF,FW",27,hr CRO,Torino,19
f2539,Alessandro Vogliacco,DF,26,it ITA,Genoa,12
f2540,Alessandro Vogliacco,DF,26,it ITA,Parma,4
f2541,Kevin Vogt,DF,33,de GER,Union Berlin,15
f2542,Mërgim Vojvoda,DF,30,xk KVX,Torino,17
f2543,Kevin Volland,"FW,MF",32,de GER,Union Berlin,2
f2544,Aster Vranckx,MF,22,be BEL,Wolfsburg,8
f2545,Stefan de Vrij,DF,33,nl NED,Inter,19
f2546,Ibrahima Wadji,"MF,FW",29,sn SEN,Saint-Étienne,4
f2547,Robert Wagner,MF,21,de GER,St. Pauli,8
f2548,Elye Wahi,FW,22,fr FRA,Marseille,13
f2549,Elye Wahi,MF,22,fr FRA,Eint Frankfurt,1
f2550,Hauke Wahl,DF,30,de GER,St. Pauli,21
f2551,Kyle Walker,DF,34,eng ENG,Manchester City,15
f2552,Kyle Walker,DF,34,eng ENG,Milan,2
f2553,Kyle Walker-Peters,DF,27,eng ENG,Southampton,22
f2554,Christian Walton,GK,29,eng ENG,Ipswich Town,6
f2555,Sebastian Walukiewicz,DF,24,pl POL,Torino,18
f2556,Sebastian Walukiewicz,DF,24,pl POL,Empoli,2
f2557,Aaron Wan-Bissaka,DF,27,eng ENG,West Ham,23
f2558,Paul Wanner,"MF,FW",19,de GER,Heidenheim,21
f2559,Danny Ward,GK,31,wls WAL,Leicester City,2
f2560,James Ward-Prowse,MF,30,eng ENG,West Ham,1
f2561,James Ward-Prowse,MF,30,eng ENG,Nott'ham Forest,9
f2562,Kjell-Arik Wätjen,MF,18,de GER,Dortmund,2
f2563,Ollie Watkins,FW,29,eng ENG,Aston Villa,24
f2564,Timothy Weah,"FW,DF",24,us USA,Juventus,16
f2565,Adam Webster,DF,30,eng ENG,Brighton,7
f2566,Julian Weigl,MF,29,de GER,Gladbach,20
f2567,Timon Weiner,GK,26,de GER,Holstein Kiel,21
f2568,Nelson Weiper,"FW,MF",19,de GER,Mainz 05,11
f2569,Mitchell Weiser,"DF,MF",30,de GER,Werder Bremen,20
f2570,Noah Weißhaupt,"FW,MF",23,de GER,St. Pauli,6
f2571,Noah Weißhaupt,FW,23,de GER,Freiburg,3
f2572,Danny Welbeck,FW,34,eng ENG,Brighton,19
f2573,Welington,DF,23,br BRA,Southampton,1
f2574,Timo Werner,"FW,MF",28,de GER,Tottenham,17
f2575,Adam Wharton,MF,20,eng ENG,Crystal Palace,9
f2576,Ben White,DF,27,eng ENG,Arsenal,9
f2577,Silvan Widmer,DF,31,ch SUI,Mainz 05,18
f2578,Mats Wieffer,MF,25,nl NED,Brighton,13
f2579,Mateusz Wieteska,DF,28,pl POL,Cagliari,5
f2580,Caleb Wiley,"DF,MF",20,us USA,Strasbourg,6
f2581,Iñaki Williams,"FW,MF",30,gh GHA,Athletic Club,22
f2582,Neco Williams,DF,23,wls WAL,Nott'ham Forest,21
f2583,Nico Williams,FW,22,es ESP,Athletic Club,19
f2584,Joe Willock,"MF,FW",25,eng ENG,Newcastle Utd,21
f2585,Callum Wilson,"FW,MF",32,eng ENG,Newcastle Utd,4
f2586,Harry Wilson,"FW,MF",27,wls WAL,Fulham,19
f2587,Patrick Wimmer,"MF,FW",23,at AUT,Wolfsburg,17
